	X.X	Y.Y
('C-82911_BALBc-1_X01_Y02_776_103', 'Cell Type: B cells')	776	897
('C-83429_BALBc-1_X01_Y02_781_749', 'Cell Type: B cells')	781	251
('C-83606_BALBc-1_X01_Y02_784_170', 'Cell Type: B cells')	784	830
('C-83627_BALBc-1_X01_Y02_784_444', 'Cell Type: B cells')	784	556
('C-83644_BALBc-1_X01_Y02_784_688', 'Cell Type: B cells')	784	312
('C-83649_BALBc-1_X01_Y02_784_705', 'Cell Type: B cells')	784	295
('C-83656_BALBc-1_X01_Y02_784_772', 'Cell Type: B cells')	784	228
('C-83744_BALBc-1_X01_Y02_785_846', 'Cell Type: B cells')	785	154
('C-83780_BALBc-1_X01_Y02_786_374', 'Cell Type: B cells')	786	626
('C-84081_BALBc-1_X01_Y02_789_906', 'Cell Type: B cells')	789	94
('C-84286_BALBc-1_X01_Y02_791_823', 'Cell Type: B cells')	791	177
('C-84428_BALBc-1_X01_Y02_793_482', 'Cell Type: B cells')	793	518
('C-84437_BALBc-1_X01_Y02_793_558', 'Cell Type: B cells')	793	442
('C-84444_BALBc-1_X01_Y02_793_629', 'Cell Type: B cells')	793	371
('C-84524_BALBc-1_X01_Y02_794_639', 'Cell Type: B cells')	794	361
('C-84668_BALBc-1_X01_Y02_796_252', 'Cell Type: B cells')	796	748
('C-84693_BALBc-1_X01_Y02_796_606', 'Cell Type: B cells')	796	394
('C-84771_BALBc-1_X01_Y02_797_576', 'Cell Type: B cells')	797	424
('C-84890_BALBc-1_X01_Y02_799_133', 'Cell Type: B cells')	799	867
('C-85210_BALBc-1_X01_Y02_801_416', 'Cell Type: B cells')	801	584
('C-85318_BALBc-1_X01_Y02_802_791', 'Cell Type: B cells')	802	209
('C-85392_BALBc-1_X01_Y02_803_774', 'Cell Type: B cells')	803	226
('C-85429_BALBc-1_X01_Y02_804_316', 'Cell Type: B cells')	804	684
('C-85448_BALBc-1_X01_Y02_804_541', 'Cell Type: B cells')	804	459
('C-85463_BALBc-1_X01_Y02_804_714', 'Cell Type: B cells')	804	286
('C-85557_BALBc-1_X01_Y02_805_753', 'Cell Type: B cells')	805	247
('C-85602_BALBc-1_X01_Y02_806_33', 'Cell Type: B cells')	806	967
('C-85669_BALBc-1_X01_Y02_807_182', 'Cell Type: B cells')	807	818
('C-85834_BALBc-1_X01_Y02_809_436', 'Cell Type: B cells')	809	564
('C-85868_BALBc-1_X01_Y02_809_912', 'Cell Type: B cells')	809	88
('C-85898_BALBc-1_X01_Y02_81_389', 'Cell Type: B cells')	81	611
('C-85923_BALBc-1_X01_Y02_81_743', 'Cell Type: B cells')	81	257
('C-85974_BALBc-1_X01_Y02_810_459', 'Cell Type: B cells')	810	541
('C-85979_BALBc-1_X01_Y02_810_520', 'Cell Type: B cells')	810	480
('C-86074_BALBc-1_X01_Y02_811_664', 'Cell Type: B cells')	811	336
('C-86098_BALBc-1_X01_Y02_811_975', 'Cell Type: B cells')	811	25
('C-86157_BALBc-1_X01_Y02_812_892', 'Cell Type: B cells')	812	108
('C-86213_BALBc-1_X01_Y02_813_595', 'Cell Type: B cells')	813	405
('C-86243_BALBc-1_X01_Y02_813_835', 'Cell Type: B cells')	813	165
('C-86335_BALBc-1_X01_Y02_814_809', 'Cell Type: B cells')	814	191
('C-86391_BALBc-1_X01_Y02_815_690', 'Cell Type: B cells')	815	310
('C-86425_BALBc-1_X01_Y02_816_222', 'Cell Type: B cells')	816	778
('C-86647_BALBc-1_X01_Y02_819_250', 'Cell Type: B cells')	819	750
('C-86676_BALBc-1_X01_Y02_819_581', 'Cell Type: B cells')	819	419
('C-86754_BALBc-1_X01_Y02_82_796', 'Cell Type: B cells')	82	204
('C-86790_BALBc-1_X01_Y02_820_302', 'Cell Type: B cells')	820	698
('C-86794_BALBc-1_X01_Y02_820_348', 'Cell Type: B cells')	820	652
('C-86829_BALBc-1_X01_Y02_820_75', 'Cell Type: B cells')	820	925
('C-86839_BALBc-1_X01_Y02_820_855', 'Cell Type: B cells')	820	145
('C-86899_BALBc-1_X01_Y02_821_630', 'Cell Type: B cells')	821	370
('C-87034_BALBc-1_X01_Y02_823_34', 'Cell Type: B cells')	823	966
('C-87221_BALBc-1_X01_Y02_825_543', 'Cell Type: B cells')	825	457
('C-87372_BALBc-1_X01_Y02_827_730', 'Cell Type: B cells')	827	270
('C-87470_BALBc-1_X01_Y02_828_775', 'Cell Type: B cells')	828	225
('C-87639_BALBc-1_X01_Y02_830_197', 'Cell Type: B cells')	830	803
('C-87741_BALBc-1_X01_Y02_831_562', 'Cell Type: B cells')	831	438
('C-87745_BALBc-1_X01_Y02_831_662', 'Cell Type: B cells')	831	338
('C-87997_BALBc-1_X01_Y02_835_259', 'Cell Type: B cells')	835	741
('C-88002_BALBc-1_X01_Y02_835_327', 'Cell Type: B cells')	835	673
('C-88095_BALBc-1_X01_Y02_836_515', 'Cell Type: B cells')	836	485
('C-88266_BALBc-1_X01_Y02_838_738', 'Cell Type: B cells')	838	262
('C-88354_BALBc-1_X01_Y02_839_825', 'Cell Type: B cells')	839	175
('C-88357_BALBc-1_X01_Y02_839_852', 'Cell Type: B cells')	839	148
('C-88496_BALBc-1_X01_Y02_840_696', 'Cell Type: B cells')	840	304
('C-88510_BALBc-1_X01_Y02_840_903', 'Cell Type: B cells')	840	97
('C-88541_BALBc-1_X01_Y02_841_302', 'Cell Type: B cells')	841	698
('C-88548_BALBc-1_X01_Y02_841_352', 'Cell Type: B cells')	841	648
('C-88675_BALBc-1_X01_Y02_843_224', 'Cell Type: B cells')	843	776
('C-88693_BALBc-1_X01_Y02_843_446', 'Cell Type: B cells')	843	554
('C-88704_BALBc-1_X01_Y02_843_602', 'Cell Type: B cells')	843	398
('C-88810_BALBc-1_X01_Y02_844_808', 'Cell Type: B cells')	844	192
('C-88868_BALBc-1_X01_Y02_845_558', 'Cell Type: B cells')	845	442
('C-88930_BALBc-1_X01_Y02_846_528', 'Cell Type: B cells')	846	472
('C-89014_BALBc-1_X01_Y02_847_497', 'Cell Type: B cells')	847	503
('C-89025_BALBc-1_X01_Y02_847_613', 'Cell Type: B cells')	847	387
('C-89310_BALBc-1_X01_Y02_850_368', 'Cell Type: B cells')	850	632
('C-89480_BALBc-1_X01_Y02_852_712', 'Cell Type: B cells')	852	288
('C-89535_BALBc-1_X01_Y02_853_431', 'Cell Type: B cells')	853	569
('C-89554_BALBc-1_X01_Y02_853_632', 'Cell Type: B cells')	853	368
('C-89574_BALBc-1_X01_Y02_853_890', 'Cell Type: B cells')	853	110
('C-89619_BALBc-1_X01_Y02_854_42', 'Cell Type: B cells')	854	958
('C-89667_BALBc-1_X01_Y02_854_933', 'Cell Type: B cells')	854	67
('C-89670_BALBc-1_X01_Y02_854_970', 'Cell Type: B cells')	854	30
('C-89808_BALBc-1_X01_Y02_856_577', 'Cell Type: B cells')	856	423
('C-89834_BALBc-1_X01_Y02_856_743', 'Cell Type: B cells')	856	257
('C-89916_BALBc-1_X01_Y02_857_916', 'Cell Type: B cells')	857	84
('C-90046_BALBc-1_X01_Y02_859_832', 'Cell Type: B cells')	859	168
('C-90073_BALBc-1_X01_Y02_86_249', 'Cell Type: B cells')	86	751
('C-90207_BALBc-1_X01_Y02_860_848', 'Cell Type: B cells')	860	152
('C-90347_BALBc-1_X01_Y02_862_790', 'Cell Type: B cells')	862	210
('C-90484_BALBc-1_X01_Y02_864_649', 'Cell Type: B cells')	864	351
('C-90517_BALBc-1_X01_Y02_865_117', 'Cell Type: B cells')	865	883
('C-90526_BALBc-1_X01_Y02_865_275', 'Cell Type: B cells')	865	725
('C-90627_BALBc-1_X01_Y02_866_672', 'Cell Type: B cells')	866	328
('C-90717_BALBc-1_X01_Y02_867_77', 'Cell Type: B cells')	867	923
('C-90877_BALBc-1_X01_Y02_869_470', 'Cell Type: B cells')	869	530
('C-91022_BALBc-1_X01_Y02_870_430', 'Cell Type: B cells')	870	570
('C-91052_BALBc-1_X01_Y02_870_812', 'Cell Type: B cells')	870	188
('C-91129_BALBc-1_X01_Y02_871_893', 'Cell Type: B cells')	871	107
('C-91141_BALBc-1_X01_Y02_872_170', 'Cell Type: B cells')	872	830
('C-91166_BALBc-1_X01_Y02_872_397', 'Cell Type: B cells')	872	603
('C-91495_BALBc-1_X01_Y02_876_48', 'Cell Type: B cells')	876	952
('C-91511_BALBc-1_X01_Y02_876_712', 'Cell Type: B cells')	876	288
('C-91600_BALBc-1_X01_Y02_877_848', 'Cell Type: B cells')	877	152
('C-91734_BALBc-1_X01_Y02_879_562', 'Cell Type: B cells')	879	438
('C-91760_BALBc-1_X01_Y02_879_747', 'Cell Type: B cells')	879	253
('C-91896_BALBc-1_X01_Y02_880_618', 'Cell Type: B cells')	880	382
('C-91987_BALBc-1_X01_Y02_881_761', 'Cell Type: B cells')	881	239
('C-92091_BALBc-1_X01_Y02_883_354', 'Cell Type: B cells')	883	646
('C-92101_BALBc-1_X01_Y02_883_525', 'Cell Type: B cells')	883	475
('C-92192_BALBc-1_X01_Y02_884_787', 'Cell Type: B cells')	884	213
('C-92232_BALBc-1_X01_Y02_885_452', 'Cell Type: B cells')	885	548
('C-92319_BALBc-1_X01_Y02_886_720', 'Cell Type: B cells')	886	280
('C-92390_BALBc-1_X01_Y02_887_673', 'Cell Type: B cells')	887	327
('C-92396_BALBc-1_X01_Y02_887_730', 'Cell Type: B cells')	887	270
('C-92444_BALBc-1_X01_Y02_888_377', 'Cell Type: B cells')	888	623
('C-92446_BALBc-1_X01_Y02_888_392', 'Cell Type: B cells')	888	608
('C-92557_BALBc-1_X01_Y02_889_842', 'Cell Type: B cells')	889	158
('C-92644_BALBc-1_X01_Y02_890_129', 'Cell Type: B cells')	890	871
('C-92729_BALBc-1_X01_Y02_891_16', 'Cell Type: B cells')	891	984
('C-92737_BALBc-1_X01_Y02_891_219', 'Cell Type: B cells')	891	781
('C-92747_BALBc-1_X01_Y02_891_339', 'Cell Type: B cells')	891	661
('C-92963_BALBc-1_X01_Y02_894_270', 'Cell Type: B cells')	894	730
('C-92994_BALBc-1_X01_Y02_894_579', 'Cell Type: B cells')	894	421
('C-93017_BALBc-1_X01_Y02_894_895', 'Cell Type: B cells')	894	105
('C-93023_BALBc-1_X01_Y02_894_972', 'Cell Type: B cells')	894	28
('C-93058_BALBc-1_X01_Y02_895_417', 'Cell Type: B cells')	895	583
('C-93151_BALBc-1_X01_Y02_896_819', 'Cell Type: B cells')	896	181
('C-93204_BALBc-1_X01_Y02_897_498', 'Cell Type: B cells')	897	502
('C-93411_BALBc-1_X01_Y02_9_314', 'Cell Type: B cells')	9	686
('C-93436_BALBc-1_X01_Y02_9_681', 'Cell Type: B cells')	9	319
('C-93586_BALBc-1_X01_Y02_900_660', 'Cell Type: B cells')	900	340
('C-93735_BALBc-1_X01_Y02_902_696', 'Cell Type: B cells')	902	304
('C-93759_BALBc-1_X01_Y02_903_167', 'Cell Type: B cells')	903	833
('C-93900_BALBc-1_X01_Y02_905_185', 'Cell Type: B cells')	905	815
('C-93911_BALBc-1_X01_Y02_905_312', 'Cell Type: B cells')	905	688
('C-94069_BALBc-1_X01_Y02_907_471', 'Cell Type: B cells')	907	529
('C-94075_BALBc-1_X01_Y02_907_532', 'Cell Type: B cells')	907	468
('C-94153_BALBc-1_X01_Y02_908_623', 'Cell Type: B cells')	908	377
('C-94234_BALBc-1_X01_Y02_909_73', 'Cell Type: B cells')	909	927
('C-94463_BALBc-1_X01_Y02_911_790', 'Cell Type: B cells')	911	210
('C-94538_BALBc-1_X01_Y02_912_752', 'Cell Type: B cells')	912	248
('C-94605_BALBc-1_X01_Y02_913_728', 'Cell Type: B cells')	913	272
('C-94692_BALBc-1_X01_Y02_914_972', 'Cell Type: B cells')	914	28
('C-94737_BALBc-1_X01_Y02_915_653', 'Cell Type: B cells')	915	347
('C-94800_BALBc-1_X01_Y02_916_392', 'Cell Type: B cells')	916	608
('C-94865_BALBc-1_X01_Y02_917_414', 'Cell Type: B cells')	917	586
('C-94917_BALBc-1_X01_Y02_918_144', 'Cell Type: B cells')	918	856
('C-94976_BALBc-1_X01_Y02_918_685', 'Cell Type: B cells')	918	315
('C-95031_BALBc-1_X01_Y02_919_496', 'Cell Type: B cells')	919	504
('C-95151_BALBc-1_X01_Y02_920_106', 'Cell Type: B cells')	920	894
('C-95247_BALBc-1_X01_Y02_921_339', 'Cell Type: B cells')	921	661
('C-95323_BALBc-1_X01_Y02_922_248', 'Cell Type: B cells')	922	752
('C-95511_BALBc-1_X01_Y02_924_552', 'Cell Type: B cells')	924	448
('C-95603_BALBc-1_X01_Y02_925_713', 'Cell Type: B cells')	925	287
('C-95670_BALBc-1_X01_Y02_926_592', 'Cell Type: B cells')	926	408
('C-95679_BALBc-1_X01_Y02_926_670', 'Cell Type: B cells')	926	330
('C-95702_BALBc-1_X01_Y02_926_934', 'Cell Type: B cells')	926	66
('C-95782_BALBc-1_X01_Y02_927_871', 'Cell Type: B cells')	927	129
('C-95802_BALBc-1_X01_Y02_928_19', 'Cell Type: B cells')	928	981
('C-95821_BALBc-1_X01_Y02_928_362', 'Cell Type: B cells')	928	638
('C-95912_BALBc-1_X01_Y02_929_417', 'Cell Type: B cells')	929	583
('C-95959_BALBc-1_X01_Y02_93_212', 'Cell Type: B cells')	93	788
('C-96011_BALBc-1_X01_Y02_93_891', 'Cell Type: B cells')	93	109
('C-96026_BALBc-1_X01_Y02_930_183', 'Cell Type: B cells')	930	817
('C-96035_BALBc-1_X01_Y02_930_310', 'Cell Type: B cells')	930	690
('C-96049_BALBc-1_X01_Y02_930_522', 'Cell Type: B cells')	930	478
('C-96059_BALBc-1_X01_Y02_930_618', 'Cell Type: B cells')	930	382
('C-96129_BALBc-1_X01_Y02_931_639', 'Cell Type: B cells')	931	361
('C-96358_BALBc-1_X01_Y02_934_786', 'Cell Type: B cells')	934	214
('C-96494_BALBc-1_X01_Y02_936_390', 'Cell Type: B cells')	936	610
('C-96556_BALBc-1_X01_Y02_937_334', 'Cell Type: B cells')	937	666
('C-96785_BALBc-1_X01_Y02_94_443', 'Cell Type: B cells')	94	557
('C-96861_BALBc-1_X01_Y02_940_441', 'Cell Type: B cells')	940	559
('C-97094_BALBc-1_X01_Y02_943_554', 'Cell Type: B cells')	943	446
('C-97328_BALBc-1_X01_Y02_946_392', 'Cell Type: B cells')	946	608
('C-97429_BALBc-1_X01_Y02_947_898', 'Cell Type: B cells')	947	102
('C-97487_BALBc-1_X01_Y02_948_863', 'Cell Type: B cells')	948	137
('C-97559_BALBc-1_X01_Y02_949_682', 'Cell Type: B cells')	949	318
('C-97703_BALBc-1_X01_Y02_950_608', 'Cell Type: B cells')	950	392
('C-97845_BALBc-1_X01_Y02_952_483', 'Cell Type: B cells')	952	517
('C-97851_BALBc-1_X01_Y02_952_581', 'Cell Type: B cells')	952	419
('C-97911_BALBc-1_X01_Y02_953_421', 'Cell Type: B cells')	953	579
('C-98041_BALBc-1_X01_Y02_955_11', 'Cell Type: B cells')	955	989
('C-98050_BALBc-1_X01_Y02_955_156', 'Cell Type: B cells')	955	844
('C-98324_BALBc-1_X01_Y02_958_818', 'Cell Type: B cells')	958	182
('C-98534_BALBc-1_X01_Y02_960_63', 'Cell Type: B cells')	960	937
('C-98596_BALBc-1_X01_Y02_961_438', 'Cell Type: B cells')	961	562
('C-98752_BALBc-1_X01_Y02_963_631', 'Cell Type: B cells')	963	369
('C-98837_BALBc-1_X01_Y02_964_510', 'Cell Type: B cells')	964	490
('C-98921_BALBc-1_X01_Y02_965_673', 'Cell Type: B cells')	965	327
('C-98956_BALBc-1_X01_Y02_966_344', 'Cell Type: B cells')	966	656
('C-99211_BALBc-1_X01_Y02_969_41', 'Cell Type: B cells')	969	959
('C-99244_BALBc-1_X01_Y02_969_891', 'Cell Type: B cells')	969	109
('C-99284_BALBc-1_X01_Y02_97_366', 'Cell Type: B cells')	97	634
('C-99306_BALBc-1_X01_Y02_97_619', 'Cell Type: B cells')	97	381
('C-99355_BALBc-1_X01_Y02_970_403', 'Cell Type: B cells')	970	597
('C-99386_BALBc-1_X01_Y02_970_788', 'Cell Type: B cells')	970	212
('C-99599_BALBc-1_X01_Y02_973_494', 'Cell Type: B cells')	973	506
('C-99666_BALBc-1_X01_Y02_974_301', 'Cell Type: B cells')	974	699
('C-99919_BALBc-1_X01_Y02_977_839', 'Cell Type: B cells')	977	161
('C-99966_BALBc-1_X01_Y02_978_469', 'Cell Type: B cells')	978	531
('C-99984_BALBc-1_X01_Y02_978_659', 'Cell Type: B cells')	978	341
('C-99988_BALBc-1_X01_Y02_978_700', 'Cell Type: B cells')	978	300
('C-100113_BALBc-1_X01_Y02_98_33', 'Cell Type: B cells')	98	967
('C-100128_BALBc-1_X01_Y02_98_529', 'Cell Type: B cells')	98	471
('C-100158_BALBc-1_X01_Y02_98_936', 'Cell Type: B cells')	98	64
('C-100196_BALBc-1_X01_Y02_980_535', 'Cell Type: B cells')	980	465
('C-100343_BALBc-1_X01_Y02_982_719', 'Cell Type: B cells')	982	281
('C-100409_BALBc-1_X01_Y02_983_525', 'Cell Type: B cells')	983	475
('C-100453_BALBc-1_X01_Y02_984_217', 'Cell Type: B cells')	984	783
('C-100476_BALBc-1_X01_Y02_984_546', 'Cell Type: B cells')	984	454
('C-100533_BALBc-1_X01_Y02_985_319', 'Cell Type: B cells')	985	681
('C-100537_BALBc-1_X01_Y02_985_370', 'Cell Type: B cells')	985	630
('C-100546_BALBc-1_X01_Y02_985_427', 'Cell Type: B cells')	985	573
('C-100828_BALBc-1_X01_Y02_989_180', 'Cell Type: B cells')	989	820
('C-101159_BALBc-1_X01_Y02_992_512', 'Cell Type: B cells')	992	488
('C-101202_BALBc-1_X01_Y02_992_939', 'Cell Type: B cells')	992	61
('C-101248_BALBc-1_X01_Y02_993_593', 'Cell Type: B cells')	993	407
('C-101494_BALBc-1_X01_Y02_996_395', 'Cell Type: B cells')	996	605
('C-101598_BALBc-1_X01_Y02_997_656', 'Cell Type: B cells')	997	344
('C-101724_BALBc-1_X01_Y02_999_337', 'Cell Type: B cells')	999	663
('C-101852_BALBc-1_X01_Y02_1077_387', 'Cell Type: B220(+) DN T cells')	1077	613
('C-102093_BALBc-1_X01_Y02_176_179', 'Cell Type: B220(+) DN T cells')	176	821
('C-102296_BALBc-1_X01_Y02_400_308', 'Cell Type: B220(+) DN T cells')	400	692
('C-102473_BALBc-1_X01_Y02_601_911', 'Cell Type: B220(+) DN T cells')	601	89
('C-102518_BALBc-1_X01_Y02_648_998', 'Cell Type: B220(+) DN T cells')	648	2
('C-103762_BALBc-1_X01_Y02_165_170', 'Cell Type: CD106(-)CD16/32(+)Ly6C(+)CD31(-)')	165	830
('C-104105_BALBc-1_X01_Y02_1042_83', 'Cell Type: CD106(+)CD16/32(+)CD31(+) stroma')	1042	917
('C-104141_BALBc-1_X01_Y02_106_172', 'Cell Type: CD106(+)CD16/32(+)CD31(+) stroma')	106	828
('C-104852_BALBc-1_X01_Y02_139_366', 'Cell Type: CD106(+)CD16/32(+)CD31(+) stroma')	139	634
('C-104940_BALBc-1_X01_Y02_17_40', 'Cell Type: CD106(+)CD16/32(+)CD31(+) stroma')	17	960
('C-104982_BALBc-1_X01_Y02_187_390', 'Cell Type: CD106(+)CD16/32(+)CD31(+) stroma')	187	610
('C-105015_BALBc-1_X01_Y02_199_377', 'Cell Type: CD106(+)CD16/32(+)CD31(+) stroma')	199	623
('C-105058_BALBc-1_X01_Y02_22_444', 'Cell Type: CD106(+)CD16/32(+)CD31(+) stroma')	22	556
('C-105475_BALBc-1_X01_Y02_382_167', 'Cell Type: CD106(+)CD16/32(+)CD31(+) stroma')	382	833
('C-107114_BALBc-1_X01_Y02_978_87', 'Cell Type: CD106(+)CD16/32(+)CD31(+) stroma')	978	913
('C-107615_BALBc-1_X01_Y02_1244_645', 'Cell Type: CD106(+)CD16/32(-)Ly6C(+)CD31(+)')	1244	355
('C-107710_BALBc-1_X01_Y02_1289_588', 'Cell Type: CD106(+)CD16/32(-)Ly6C(+)CD31(+)')	1289	412
('C-107998_BALBc-1_X01_Y02_239_525', 'Cell Type: CD106(+)CD16/32(-)Ly6C(+)CD31(+)')	239	475
('C-108084_BALBc-1_X01_Y02_302_381', 'Cell Type: CD106(+)CD16/32(-)Ly6C(+)CD31(+)')	302	619
('C-108096_BALBc-1_X01_Y02_306_793', 'Cell Type: CD106(+)CD16/32(-)Ly6C(+)CD31(+)')	306	207
('C-108113_BALBc-1_X01_Y02_316_333', 'Cell Type: CD106(+)CD16/32(-)Ly6C(+)CD31(+)')	316	667
('C-108116_BALBc-1_X01_Y02_318_785', 'Cell Type: CD106(+)CD16/32(-)Ly6C(+)CD31(+)')	318	215
('C-108304_BALBc-1_X01_Y02_420_784', 'Cell Type: CD106(+)CD16/32(-)Ly6C(+)CD31(+)')	420	216
('C-108351_BALBc-1_X01_Y02_450_775', 'Cell Type: CD106(+)CD16/32(-)Ly6C(+)CD31(+)')	450	225
('C-108356_BALBc-1_X01_Y02_452_34', 'Cell Type: CD106(+)CD16/32(-)Ly6C(+)CD31(+)')	452	966
('C-108360_BALBc-1_X01_Y02_455_764', 'Cell Type: CD106(+)CD16/32(-)Ly6C(+)CD31(+)')	455	236
('C-108569_BALBc-1_X01_Y02_57_851', 'Cell Type: CD106(+)CD16/32(-)Ly6C(+)CD31(+)')	57	149
('C-108739_BALBc-1_X01_Y02_665_811', 'Cell Type: CD106(+)CD16/32(-)Ly6C(+)CD31(+)')	665	189
('C-108750_BALBc-1_X01_Y02_671_852', 'Cell Type: CD106(+)CD16/32(-)Ly6C(+)CD31(+)')	671	148
('C-108766_BALBc-1_X01_Y02_680_112', 'Cell Type: CD106(+)CD16/32(-)Ly6C(+)CD31(+)')	680	888
('C-109754_BALBc-1_X01_Y02_110_88', 'Cell Type: CD106(+)CD16/32(+)CD31(-)Ly6C(-) stroma')	110	912
('C-110059_BALBc-1_X01_Y02_1179_850', 'Cell Type: CD106(+)CD16/32(+)CD31(-)Ly6C(-) stroma')	1179	150
('C-110406_BALBc-1_X01_Y02_1276_865', 'Cell Type: CD106(+)CD16/32(+)CD31(-)Ly6C(-) stroma')	1276	135
('C-110480_BALBc-1_X01_Y02_1294_760', 'Cell Type: CD106(+)CD16/32(+)CD31(-)Ly6C(-) stroma')	1294	240
('C-110594_BALBc-1_X01_Y02_1325_407', 'Cell Type: CD106(+)CD16/32(+)CD31(-)Ly6C(-) stroma')	1325	593
('C-110814_BALBc-1_X01_Y02_187_764', 'Cell Type: CD106(+)CD16/32(+)CD31(-)Ly6C(-) stroma')	187	236
('C-110910_BALBc-1_X01_Y02_214_685', 'Cell Type: CD106(+)CD16/32(+)CD31(-)Ly6C(-) stroma')	214	315
('C-111002_BALBc-1_X01_Y02_238_760', 'Cell Type: CD106(+)CD16/32(+)CD31(-)Ly6C(-) stroma')	238	240
('C-111017_BALBc-1_X01_Y02_243_731', 'Cell Type: CD106(+)CD16/32(+)CD31(-)Ly6C(-) stroma')	243	269
('C-111077_BALBc-1_X01_Y02_26_528', 'Cell Type: CD106(+)CD16/32(+)CD31(-)Ly6C(-) stroma')	26	472
('C-111113_BALBc-1_X01_Y02_269_701', 'Cell Type: CD106(+)CD16/32(+)CD31(-)Ly6C(-) stroma')	269	299
('C-111165_BALBc-1_X01_Y02_286_194', 'Cell Type: CD106(+)CD16/32(+)CD31(-)Ly6C(-) stroma')	286	806
('C-111445_BALBc-1_X01_Y02_367_129', 'Cell Type: CD106(+)CD16/32(+)CD31(-)Ly6C(-) stroma')	367	871
('C-111587_BALBc-1_X01_Y02_410_434', 'Cell Type: CD106(+)CD16/32(+)CD31(-)Ly6C(-) stroma')	410	566
('C-111679_BALBc-1_X01_Y02_44_957', 'Cell Type: CD106(+)CD16/32(+)CD31(-)Ly6C(-) stroma')	44	43
('C-111920_BALBc-1_X01_Y02_504_118', 'Cell Type: CD106(+)CD16/32(+)CD31(-)Ly6C(-) stroma')	504	882
('C-112197_BALBc-1_X01_Y02_578_148', 'Cell Type: CD106(+)CD16/32(+)CD31(-)Ly6C(-) stroma')	578	852
('C-114172_BALBc-1_X01_Y02_1267_631', 'Cell Type: CD31(hi) vascular')	1267	369
('C-114618_BALBc-1_X01_Y02_27_298', 'Cell Type: CD3(+) other markers (-)')	27	702
('C-115357_BALBc-1_X01_Y02_1011_45', 'Cell Type: CD4(+) T cells')	1011	955
('C-115367_BALBc-1_X01_Y02_1011_800', 'Cell Type: CD4(+) T cells')	1011	200
('C-115567_BALBc-1_X01_Y02_1016_970', 'Cell Type: CD4(+) T cells')	1016	30
('C-115601_BALBc-1_X01_Y02_1017_869', 'Cell Type: CD4(+) T cells')	1017	131
('C-116385_BALBc-1_X01_Y02_1036_700', 'Cell Type: CD4(+) T cells')	1036	300
('C-116594_BALBc-1_X01_Y02_1040_757', 'Cell Type: CD4(+) T cells')	1040	243
('C-116600_BALBc-1_X01_Y02_1040_820', 'Cell Type: CD4(+) T cells')	1040	180
('C-116672_BALBc-1_X01_Y02_1042_950', 'Cell Type: CD4(+) T cells')	1042	50
('C-116964_BALBc-1_X01_Y02_105_680', 'Cell Type: CD4(+) T cells')	105	320
('C-117049_BALBc-1_X01_Y02_1051_995', 'Cell Type: CD4(+) T cells')	1051	5
('C-117238_BALBc-1_X01_Y02_1056_820', 'Cell Type: CD4(+) T cells')	1056	180
('C-117402_BALBc-1_X01_Y02_1060_631', 'Cell Type: CD4(+) T cells')	1060	369
('C-118065_BALBc-1_X01_Y02_1075_949', 'Cell Type: CD4(+) T cells')	1075	51
('C-118106_BALBc-1_X01_Y02_1077_190', 'Cell Type: CD4(+) T cells')	1077	810
('C-118287_BALBc-1_X01_Y02_1080_996', 'Cell Type: CD4(+) T cells')	1080	4
('C-118310_BALBc-1_X01_Y02_1081_731', 'Cell Type: CD4(+) T cells')	1081	269
('C-118314_BALBc-1_X01_Y02_1081_835', 'Cell Type: CD4(+) T cells')	1081	165
('C-119191_BALBc-1_X01_Y02_1101_853', 'Cell Type: CD4(+) T cells')	1101	147
('C-119496_BALBc-1_X01_Y02_1109_890', 'Cell Type: CD4(+) T cells')	1109	110
('C-119587_BALBc-1_X01_Y02_1111_140', 'Cell Type: CD4(+) T cells')	1111	860
('C-119675_BALBc-1_X01_Y02_1113_732', 'Cell Type: CD4(+) T cells')	1113	268
('C-119920_BALBc-1_X01_Y02_112_601', 'Cell Type: CD4(+) T cells')	112	399
('C-120040_BALBc-1_X01_Y02_1122_988', 'Cell Type: CD4(+) T cells')	1122	12
('C-120214_BALBc-1_X01_Y02_1127_815', 'Cell Type: CD4(+) T cells')	1127	185
('C-120545_BALBc-1_X01_Y02_1135_949', 'Cell Type: CD4(+) T cells')	1135	51
('C-120652_BALBc-1_X01_Y02_1138_911', 'Cell Type: CD4(+) T cells')	1138	89
('C-120683_BALBc-1_X01_Y02_1139_765', 'Cell Type: CD4(+) T cells')	1139	235
('C-120758_BALBc-1_X01_Y02_1140_745', 'Cell Type: CD4(+) T cells')	1140	255
('C-120879_BALBc-1_X01_Y02_1143_803', 'Cell Type: CD4(+) T cells')	1143	197
('C-121190_BALBc-1_X01_Y02_1150_595', 'Cell Type: CD4(+) T cells')	1150	405
('C-121439_BALBc-1_X01_Y02_1157_767', 'Cell Type: CD4(+) T cells')	1157	233
('C-121511_BALBc-1_X01_Y02_1159_942', 'Cell Type: CD4(+) T cells')	1159	58
('C-121581_BALBc-1_X01_Y02_1160_900', 'Cell Type: CD4(+) T cells')	1160	100
('C-121586_BALBc-1_X01_Y02_1160_980', 'Cell Type: CD4(+) T cells')	1160	20
('C-121654_BALBc-1_X01_Y02_1162_876', 'Cell Type: CD4(+) T cells')	1162	124
